,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children
978,Art Tatum,{{birth date|1909|10|13|mf=y}},"[[Toledo, Ohio|Toledo]], Ohio, U.S.",{{death date and age|1956|11|5|1909|10|13|mf=y}},"Los Angeles, California, U.S.",Musician,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
979,Count Basie,{{birth date|mf=y|1904|8|21}},"[[Red Bank, New Jersey]], U.S.",{{death date and age|mf=y|1984|4|26|1904|8|21}},"[[Hollywood, Florida]], U.S.",{{flatlist| *Musician *bandleader *composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
980,Herbie Hancock,{{birth date and age|1940|4|12}},"[[Chicago|Chicago, Illinois]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Musician|composer|bandleader|record producer|actor}},}},[[King's College London]],[[Grinnell College]]<br />[[Roosevelt University]]<br />[[Manhattan School of Music]],"{{marriage|Gigi Meixner|1968}}<ref name=""marriage"">{{Cite web |url=https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |title=A Literary Maiden Voyage: Herbie Hancock|first=Eugene |last=Holley Jr.|website=[[Publishers Weekly]] |date=October 10, 2014 |access-date=June 24, 2020 |archive-date=November 16, 2020 |archive-url=https://web.archive.org/web/20201116192053/https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |url-status=live }}</ref> {{Infobox person",1}} }}
981,Wynton Marsalis,{{birth date and age|1961|10|18}},"[[New Orleans]], [[Louisiana]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Musician|composer|educator|artistic director}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Nicola Benedetti]]|2024}},2
982,Dizzy Gillespie,{{Birth date|1917|10|21}},"[[Cheraw, South Carolina]], U.S.",{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)","[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref> }}"
983,Benny Goodman,{{birth date|1909|5|30}},"[[Chicago]], Illinois, U.S.",{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
984,Glenn Miller,{{Birth date|1904|3|1}},"[[Clarinda, Iowa]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Bandleader|musician|arranger|composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Helen Burger|1928}},2
985,George Gershwin,{{birth date|1898|9|26}},"New York City, U.S.",{{death date and age|1937|7|11|1898|9|26}},"Los Angeles, California",{{hlist|Composer|pianist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
986,Irving Berlin,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
987,Stephen Foster,{{birth date|1826|7|4}},"[[Lawrenceville (Pittsburgh)|Lawrenceville]], [[Pennsylvania]], U.S.",{{death date and age|1864|1|13|1826|7|4}},"[[New York City]], U.S.","{{hlist|Composer|lyricist|poet<ref name = pgpress1900>{{cite news |title= Stephen C. Foster As Man and Musician, The Life Story of the Sweet Singer of {{not a typo|Pittsburg}} Told by His Contemporaries and Comrades | newspaper = [[The Pittsburg Press]]| date= September 12, 1900 | url= https://www.newspapers.com/clip/9992200/profile_of_songwriter_stephen_c_foster/ |via= Newspapers.com}} {{Open access}}</ref>}}",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Jane McDowell Foster Wiley]]|1850}},[[Marion Foster Welch|Marion]]
988,Scott Joplin,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",{{hlist|Composer|pianist|music teacher}},}},[[King's College London]],[[George R. Smith College]],{{plainlist| * {{marriage|Belle Jones|1899|1903|end=div}} * {{marriage|Freddie Alexander|1904|1904|end=died}} * {{marriage|Lottie Stokes|1909}} (1877–1954) }},2
989,John Cage,{{Birth date|1912|09|05}},"Los Angeles, California, U.S.",{{Death date and age|1992|8|12|1912|09|05}},"New York City, U.S.<!-- Only cities per template instructions -->",{{hlist|Composer|[[music theorist]]|artist|philosopher}},}},[[Pomona College]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|[[Xenia Cage|Xenia Andreyevna Kashevaroff]]|1935|1945|end=div}},2
990,Philip Glass,{{birth date and age|1937|01|31}},"[[Baltimore]], [[Maryland]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
991,Arvo Pärt,{{Birth date and age|1935|09|11|df=y}},"[[Paide]], Järva County, Estonia",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{plainlist| * [[List of members of the American Academy of Arts and Letters Department of Music#P|American Academy of Arts and Letters]] * [[Order of the National Coat of Arms]] * [[Brückepreis]] * [[Léonie Sonning Music Prize]] * [[Légion d'honneur]] }},[[Estonian Academy of Music and Theatre]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",Nora Pärt,2
992,Kaija Saariaho,{{Birth date|df=yes|1952|10|14}},"[[Helsinki]], Finland",{{Death date and age|df=yes|2023|06|02|1952|10|14}},"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|{{ill|Jean-Baptiste Barrière (born 1958)|de|Jean-Baptiste Barrière (Komponist, 1958)|fr|Jean-Baptiste Barrière (1958-)|lt=Jean-Baptiste Barrière}}|1984}}","2, incl. {{ill|Aleksi Barrière|fi}}"
993,Olga Neuwirth,{{birth date and age|1968|08|04|df=y}},"[[Graz]], Austria",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{plainlist| * Composer }},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
994,Tania León,{{birth date and age|1943|05|14}},"Havana, Cuba",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer / conductor,2021 [[Pulitzer Prize for Music]]<br />New York Governor's Lifetime Achievement Award<br/>2022 Kennedy Center Honoree,[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
995,Julia Wolfe,{{Birth date and age|1958|12|18}},"[[Philadelphia]], [[Pennsylvania]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth) -->,"Paris, France","Composer, Professor of Music",}},{{Unbulleted list|[[University of Michigan]]|[[Yale University]]|[[Princeton University]]}},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Michael Gordon (composer)|Michael Gordon ]]|1984}},2
996,Florence Price,{{birth date|1887|4|9}},"[[Little Rock, Arkansas]], U.S.",{{death date and age|1953|6|3|1887|4|9}},"[[Chicago, Illinois]], U.S.",{{hlist|[[Musical composer]]|[[pianist]]|[[organist]]|[[Music education|music teacher]]}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Plainlist| * {{marriage|Thomas J. Price|1912|1931|reason=divorced}}<ref name=FP/> * {{marriage|Pusey Dell Arnett|1931|1934|reason=separated}} }},3
997,Clara Schumann,{{birth date|df=y|1819|09|13}},"[[Leipzig]], Kingdom of Saxony, German Confederation",{{death date and age|df=y|1896|05|20|1819|09|13}},"[[Frankfurt]], German Empire",{{plainlist| * Pianist * Composer * Piano teacher }},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
998,Ethel Smyth,{{birth date|1858|4|22|df=y}},"[[London]], England",{{death date and age|1944|5|8|1858|4|22|df=y}},"[[Woking]], England",Composer and suffragette,}},[[King's College London]],[[Leipzig Conservatory]],}},2
999,Amy Beach,{{birth date |1867|09|05}},"[[Henniker, New Hampshire]], U.S.",{{death date and age |1944|12|27|1867|09|05}},"New York City, U.S.",{{hlist|Composer|pianist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|H. H. A. Beach|1885|1910|end = died}},2
1000,Lili Boulanger,21 August 1893,"[[9th arrondissement of Paris]], France",{{death date and age|1918|3|15|1893|8|21|df=y}},"[[Mézy-sur-Seine]], Yvelines, France",Composer,}},[[Conservatoire de Paris]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1001,Germaine Tailleferre,{{Birth date|1892|04|19|df=y}},"[[Saint-Maur-des-Fossés]], Val-de-Marne, France",{{Death date and age|1983|11|07|1892|04|19|df=y}},"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist| * {{marriage|[[Ralph Barton]]|1926|1927|end=divorce}} * {{marriage|Jean Lageat|1932|1955|end=divorce}} }},2
1002,Nadia Boulanger,{{birth date|1887|09|16|df=y}},"Paris, France",{{death date and age|1979|10|22|1887|09|16|df=y}},"Paris, France",{{hlist|Music teacher|conductor|composer}} }},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1003,Cécile Chaminade,{{birth date|1857|8|8|df=y}},"Paris, France",{{death date and age|1944|4|13|1857|08|08|df=y}},[[Monte Carlo]],Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1004,Pauline Viardot,{{birth date|1821|07|18|df=y}},"Paris, France",{{death date and age|1910|05|18|1821|07|18|df=y}},"Paris, France",{{hlist|Operatic [[dramatic mezzo-soprano]]|music pedagogue|composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1005,Teresa Carreño,{{birth date|1853|12|22|mf=y}},"[[Caracas]], Venezuela",{{death date and age|1917|6|12|1853|12|22|mf=y}},"New York City, US",{{cslist|Pianist|soprano|composer|conductor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl|{{marriage|[[Émile Sauret]]|1873|1877}}|Giovanni Tagliapietra (dom. part. 1877–1889)|{{marriage|[[Eugen d'Albert]]|1892|1895}}|{{marriage|Arturo Tagliapietra|1902<!-- |1917 -->}}}},{{cslist|Emilita (1874–1978)|Luisa (1878–1881)|Teresita (1882–1951)|Giovanni (1885–1965)|Eugenia (1892–1950)|Hertha (1894–1974)}} }}
1006,Margaret Bonds,{{birth date|1913|03|03}},"[[Chicago]], Illinois, US",{{death date and age|1972|04|26|1913|03|03}},"[[Los Angeles]], California, US","Composer, pianist",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|Lawrence Richardson|1940}},2
1007,Undine Smith Moore,{{birth date|1904|08|25}},"Paris, France",{{death date and age|1989|02|06|1904|08|25}},"Paris, France","Composer, educator",}},[[King's College London]],"[[Fisk University]], [[Columbia University]]",James Arthur Moore (m. 1938),1 }}
1008,William Grant Still,{{birth date|1895|5|11}},"[[Woodville, Mississippi]], U.S.",{{death date and age|1978|12|3|1895|5|11}},"Los Angeles, California, U.S.",{{hlist|Composer|conductor}},}},[[King's College London]],{{ubl|[[M.&nbsp;W. Gibbs High School]]|[[Wilberforce University]]|[[Oberlin Conservatory of Music]]}},"{{ubl|{{Marriage|Grace Bundy|October 4, 1915|February 6, 1939|end=div}}|{{Marriage|[[Verna Arvey]]|February 8, 1939}}}}",6
1009,Scott Joplin,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",{{hlist|Composer|pianist|music teacher}},}},[[King's College London]],[[George R. Smith College]],{{plainlist| * {{marriage|Belle Jones|1899|1903|end=div}} * {{marriage|Freddie Alexander|1904|1904|end=died}} * {{marriage|Lottie Stokes|1909}} (1877–1954) }},2
1010,James P. Johnson,{{birth date|1894|2|1}},"[[New Brunswick, New Jersey]], U.S.",{{death date and age|1955|11|17|1894|2|1}},"[[Jamaica, Queens]], [[New York City]], U.S.","Composer, musician",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1011,Jelly Roll Morton,"c. {{birth date|1890|09|20}}<ref>[http://www.doctorjazz.co.uk/bapcert.jpg Other dates of birth attributed to Morton include October 20, 1890] {{Webarchive|url=https://web.archive.org/web/20101121171548/http://doctorjazz.co.uk/bapcert.jpg |date=November 21, 2010 }} and [http://www.doctorjazz.co.uk/draftcards1.html September 13, 1884, the latter of which Morton gave on his WWI draft registration, making him six years older than he is believed to have actually been.] {{Webarchive|url=https://web.archive.org/web/20210210213602/http://www.doctorjazz.co.uk/draftcards1.html |date=February 10, 2021 }}</ref>","{{nowrap|[[New Orleans, Louisiana]], U.S.}}",{{death date and age|1941|07|10|1890|09|20}},"[[Los Angeles, California]], U.S.",{{hlist|Musician|composer|arranger}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1012,Fats Waller,{{Birth date|1904|5|21}},"New York City, U.S.",{{death date and age|1943|12|15|1904|5|21}},"[[Kansas City, Missouri]], U.S.",{{hlist|[[Jazz pianist]]|[[organist]]|composer|singer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl|{{Marriage|Edith Hatch|1920|1923|end=div}}|{{Marriage|Anita Rutherford|1926}}}},3
1013,Duke Ellington,{{birth date|1899|4|29}},"[[Washington, D.C.]], U.S.",{{death date and age|1974|5|24|1899|4|29}},"[[New York City]], U.S.",{{hlist|Pianist|composer|songwriter|bandleader|arranger|conductor|actor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1014,Count Basie,{{birth date|mf=y|1904|8|21}},"[[Red Bank, New Jersey]], U.S.",{{death date and age|mf=y|1984|4|26|1904|8|21}},"[[Hollywood, Florida]], U.S.",{{flatlist| *Musician *bandleader *composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1015,Benny Goodman,{{birth date|1909|5|30}},"[[Chicago]], Illinois, U.S.",{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1016,Glenn Miller,{{Birth date|1904|3|1}},"[[Clarinda, Iowa]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Bandleader|musician|arranger|composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Helen Burger|1928}},2
1017,Charlie Parker,{{birth date|1920|8|29}},"[[Kansas City, Kansas]], U.S.",{{death date and age|1955|3|12|1920|8|29}},"[[New York City]], U.S.",{{flatlist| * Musician * composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1018,Dizzy Gillespie,{{Birth date|1917|10|21}},"[[Cheraw, South Carolina]], U.S.",{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)","[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref> }}"
1019,Thelonious Monk,{{Birth date|1917|10|10}},"[[Rocky Mount, North Carolina]], U.S.",{{death date and age|1982|2|17|1917|10|10}},"[[Englewood, New Jersey]], U.S.",{{hlist|Pianist|composer}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1020,Miles Davis,{{Birth date|1926|5|26}},"[[Alton, Illinois]], U.S.",{{nowrap|{{Death date and age|1991|9|28|1926|5|26}}}},"[[Santa Monica, California]], U.S.",Composer,}},[[King's College London]],[[Juilliard School]] (no degree),{{plainlist|,2
1021,John Coltrane,{{birth date|mf=yes|1926|9|23}},"[[Hamlet, North Carolina]], U.S.",{{death date and age|1967|7|17|1926|9|23}},"[[Huntington, New York]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1022,Ornette Coleman,{{birth date|1930|3|9}},"[[Fort Worth, Texas]], U.S.",{{death date and age|2015|6|11|1930|3|9|mf=y}},"[[Manhattan]], [[New York City]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1023,Charles Mingus,{{birth date|1922|4|22}},"[[Nogales, Arizona]], U.S.",{{death date and age|1979|1|5|1922|4|22}},"[[Cuernavaca]], Mexico",{{hlist|Musician|composer|bandleader}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1024,Art Blakey,{{Birth date|1919|10|11}},"[[Pittsburgh]], Pennsylvania, U.S.",{{Death date and age|1990|10|16|1919|10|11}},"[[Manhattan]], [[New York City]], U.S.",{{hlist|Musician|bandleader}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1025,Herbie Hancock,{{birth date and age|1940|4|12}},"[[Chicago|Chicago, Illinois]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Musician|composer|bandleader|record producer|actor}},}},[[King's College London]],[[Grinnell College]]<br />[[Roosevelt University]]<br />[[Manhattan School of Music]],"{{marriage|Gigi Meixner|1968}}<ref name=""marriage"">{{Cite web |url=https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |title=A Literary Maiden Voyage: Herbie Hancock|first=Eugene |last=Holley Jr.|website=[[Publishers Weekly]] |date=October 10, 2014 |access-date=June 24, 2020 |archive-date=November 16, 2020 |archive-url=https://web.archive.org/web/20201116192053/https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |url-status=live }}</ref> {{Infobox person",1}} }}
1026,Wayne Shorter,{{birth date|1933|08|25}},"[[Newark, New Jersey]], U.S.",{{death date and age|2023|3|02|1933|8|25}},"Los Angeles, California, U.S.",{{hlist|Musician|composer}},}},[[King's College London]],[[New York University]],{{plainlist|,2
1027,Chick Corea,{{Birth date|1941|6|12}},"{{nowrap|[[Chelsea, Massachusetts]], U.S.}}",{{death date and age|2021|2|09|1941|6|12}},"[[Tampa, Florida]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1028,Keith Jarrett,{{birth date and age|1945|5|8}},"[[Allentown, Pennsylvania]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Musician, composer",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1029,Pat Metheny,{{birth date and age|1954|8|12}},"[[Lee's Summit, Missouri|Lee's Summit]], Missouri, U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1030,Kamasi Washington,{{Birth date and age|1981|2|18|mf=y}},"[[Los Angeles, California]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Musician,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1031,Snarky Puppy,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1032,Leonardo da Vinci,{{birth date|df=yes|1452|04|15}},"possibly [[Anchiano]],{{efn|name=Birthplace}} [[Vinci, Tuscany|Vinci]], {{awrap|[[Republic of Florence]]}}",{{death date and age|df=yes|1519|5|2|1452|4|15}},"[[Clos Lucé]], [[Amboise]], {{awrap|[[Kingdom of France]]}}",Composer,}},[[King's College London]],Studio of [[Andrea del Verrocchio]],{{plainlist|,2
1033,Michelangelo,6 March 1475,"[[Caprese Michelangelo|Caprese]]<!-- near [[Arezzo]]-->, [[Republic of Florence]]",{{death date and age|df=yes|1564|2|18|1475|3|6}},"[[Rome]], [[Papal States]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1034,Raphael,"March 28 or April 6, 1483","[[Urbino]], [[Duchy of Urbino]]","April 6, 1520 (aged 37)","[[Rome]], [[Papal States]]",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1035,Donatello,{{c.|1386}},[[Republic of Florence]],{{death date and age|df=y|1466|12|13|1386}},Republic of Florence,Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
1036,Sandro Botticelli,"{{circa|1445}}<ref name=""Ettl"">Ettlingers, 7. Other sources give 1446, 1447 or 1444–45.</ref><!-- Please do not change this because there is no reliable source for his date of birth. If you believe you have confirmable date, please present it at the article talk page first. -->","[[Florence]], [[Republic of Florence]] {{small|(now Italy)}}","{{death date and age|1510|5|17|1445|||mf=y}}<ref>{{cite web | title=Sandro Botticelli – Biography and Legacy |url=https://www.theartstory.org/artist/botticelli-sandro/life-and-legacy/ | website=theartstory.org}}.</ref><ref>{{cite web |title=Botticelli in the Florence of Lorenzo the Magnificent | first1=Bruce |last1=Edelstein |publisher=[[Sotheby's]] |date=Dec 21, 2020 | url=https://www.sothebys.com/en/articles/botticelli-in-the-florence-of-lorenzo-the-magnificent}}.</ref>","Florence, Republic of Florence",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2
